Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,60%,70%,80%,90%,95%,99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1738153519,500,grpc,/company.v1.UserService/GetUserPermissions,125.100000,0.000000,14,16,19,26,39,53,99,230,18062,0,15,29.613676504040416,4.35378799920727,541.9011289995979,1647.3801904550992
1738153519,500,grpc,/company.v1.UserService/GetUserDetails,40.800000,0.000000,12,14,16,22,37,55,110,120,6360,0,13,32.03208502814418,6.5534840014152,528.5414310001215,259.5253144654088
1738153519,500,,Aggregated,246.900000,0.000000,15,19,29,50,68,83,120,230,36868,0,17,37.882219418378185,4.35378799920727,940.6747720004205,14529.788461538461
1738153524,500,grpc,/company.v1.UserService/GetUsers,40.400000,0.000000,65,69,74,84,97,110,130,310,6402,0,64,78.5389770701285,41.72860499966191,940.6747720004205,80499.08184942206
1738153524,500,grpc,/company.v1.UserService/GetUserStatistics,41.100000,0.000000,14,15,19,23,35,47,110,130,6478,0,14,26.99118643051126,8.437674001470441,507.85044800068135,1109.6668724915098
1738153524,500,grpc,/company.v1.UserService/GetUserPermissions,122.500000,0.000000,15,16,20,25,37,50,98,230,18664,0,15,29.284384040505355,4.35378799920727,541.9011289995979,1647.4400450064295
1738153524,500,grpc,/company.v1.UserService/GetUserDetails,42.300000,0.000000,12,13,17,23,37,49,110,120,6567,0,13,31.56164704491775,6.5534840014152,528.5414310001215,259.5923557179839
1738153524,500,,Aggregated,246.300000,0.000000,16,20,29,50,66,81,110,310,38111,0,17,37.560927731515235,4.35378799920727,940.6747720004205,14562.62254991997
1738153529,500,grpc,/company.v1.UserService/GetUsers,42.500000,0.000000,63,67,71,77,93,110,130,310,6598,0,64,78.19345888662632,41.72860499966191,940.6747720004205,80499.06001818733
1738153529,500,grpc,/company.v1.UserService/GetUserStatistics,41.700000,0.000000,14,15,17,21,27,34,58,72,6673,0,14,26.689204775790635,8.437674001470441,507.85044800068135,1109.6779559418553
1738153529,500,grpc,/company.v1.UserService/GetUserPermissions,121.000000,0.000000,15,17,20,23,32,42,65,100,19305,0,15,28.89954914426337,4.35378799920727,541.9011289995979,1647.2488992488993
1738153529,500,grpc,/company.v1.UserService/GetUserDetails,40.200000,0.000000,12,13,16,21,31,38,53,68,6757,0,13,31.107410658276535,6.5534840014152,528.5414310001215,259.5959745449164
1738153529,500,,Aggregated,245.400000,0.000000,16,19,25,43,62,72,110,310,39333,0,17,37.17275761449136,4.35378799920727,940.6747720004205,14544.832812142477
